title,author,assignees,number,url,state,closedAt,createdAt,updatedAt,labels,issues
Change reporting to always report on fixed legacies ,Mathspy,{'Mathspy'},769,https://github.com/weiks/esports-backend/pull/769,MERGED,2021-09-30T13:17:59Z,2021-09-30T11:54:34Z,2021-09-30T13:18:02Z,set(),[]
A set of small fixes that are a bit long overdue,Mathspy,{'Mathspy'},768,https://github.com/weiks/esports-backend/pull/768,MERGED,2021-09-30T13:12:10Z,2021-09-30T11:14:25Z,2021-09-30T13:12:13Z,set(),[]
Import Terminal3's features - Implementation,alexangc,{'alexangc'},764,https://github.com/weiks/esports-backend/pull/764,MERGED,2021-09-30T13:10:51Z,2021-09-28T12:22:15Z,2021-09-30T13:10:54Z,set(),[]
Fix klay migration script,Mathspy,{'Mathspy'},766,https://github.com/weiks/esports-backend/pull/766,MERGED,2021-09-30T11:28:01Z,2021-09-29T18:34:18Z,2021-09-30T11:28:10Z,set(),[]
ViewScrimPage: Replace usage re-base with firebase.onSnapshot(),SinshiSmith,{'SinshiSmith'},685,https://github.com/weiks/esports-backend/pull/685,MERGED,2021-09-27T17:50:31Z,2021-08-06T21:33:19Z,2021-09-27T17:50:34Z,set(),[]
Stop deleting `env.ENCRYPTION_KEYS` during startup,alexangc,{'alexangc'},762,https://github.com/weiks/esports-backend/pull/762,MERGED,2021-09-27T12:53:26Z,2021-09-27T12:49:21Z,2021-09-27T12:53:28Z,set(),[]
Add `buyQuartersForUser` wrapper,alexangc,{'alexangc'},758,https://github.com/weiks/esports-backend/pull/758,MERGED,2021-09-27T12:41:53Z,2021-09-23T14:01:59Z,2021-09-27T12:41:58Z,set(),[]
Update Quarters contract,Mathspy,{'Mathspy'},761,https://github.com/weiks/esports-backend/pull/761,MERGED,2021-09-27T12:30:53Z,2021-09-27T11:17:56Z,2021-09-27T12:30:55Z,set(),[]
Clean up klay.js,Mathspy,{'Mathspy'},759,https://github.com/weiks/esports-backend/pull/759,MERGED,2021-09-24T07:58:53Z,2021-09-23T16:41:08Z,2021-09-24T07:58:56Z,set(),[]
Import Terminal3's features - Specs and model,alexangc,{'alexangc'},749,https://github.com/weiks/esports-backend/pull/749,MERGED,2021-09-23T07:55:00Z,2021-09-13T10:01:30Z,2021-09-23T07:55:11Z,set(),[]
Update Quarters transactions model,alexangc,{'alexangc'},757,https://github.com/weiks/esports-backend/pull/757,MERGED,2021-09-22T11:42:35Z,2021-09-21T13:31:02Z,2021-09-22T11:42:38Z,set(),[]
Switch txs to SMART_CONTRACT_EXECUTION from LEGACY,Mathspy,{'Mathspy'},755,https://github.com/weiks/esports-backend/pull/755,MERGED,2021-09-21T13:15:10Z,2021-09-21T10:41:15Z,2021-09-21T13:15:13Z,set(),[]
Add nested field support to `where` clause in Firebase mock,alexangc,{'alexangc'},754,https://github.com/weiks/esports-backend/pull/754,MERGED,2021-09-21T10:02:28Z,2021-09-21T08:48:04Z,2021-09-21T10:02:30Z,set(),[]
Factor out common code from `services/quarters.js`,alexangc,{'alexangc'},753,https://github.com/weiks/esports-backend/pull/753,MERGED,2021-09-17T08:59:14Z,2021-09-17T08:25:13Z,2021-09-17T08:59:20Z,set(),[]
Mark MIGRATION wallet as a permanent wallet,Mathspy,{'Mathspy'},752,https://github.com/weiks/esports-backend/pull/752,MERGED,2021-09-17T08:32:47Z,2021-09-16T11:13:43Z,2021-09-17T08:32:49Z,set(),[]
Fixed api/v1/transactions relying on node-quarters consts,Mathspy,{'Mathspy'},751,https://github.com/weiks/esports-backend/pull/751,MERGED,2021-09-15T08:42:55Z,2021-09-15T08:36:56Z,2021-09-15T08:42:58Z,set(),[]
Change klay to usdt,NirajBhattarai,{'NirajBhattarai'},743,https://github.com/weiks/esports-backend/pull/743,MERGED,2021-09-13T17:56:43Z,2021-09-09T11:06:48Z,2021-09-13T17:56:46Z,set(),[]
Switch to using KAS instead of RPC directly,Mathspy,{'Mathspy'},748,https://github.com/weiks/esports-backend/pull/748,MERGED,2021-09-13T10:14:38Z,2021-09-12T10:37:15Z,2021-09-13T10:14:41Z,set(),[]
Add missing typecheck in Firebase mock,alexangc,{'alexangc'},747,https://github.com/weiks/esports-backend/pull/747,MERGED,2021-09-12T13:52:13Z,2021-09-12T07:56:29Z,2021-09-12T13:58:44Z,set(),[]
"Disable the ""retry on error"" option for `got`, in tests",alexangc,{'alexangc'},746,https://github.com/weiks/esports-backend/pull/746,MERGED,2021-09-12T13:51:46Z,2021-09-10T20:13:45Z,2021-09-12T13:51:48Z,set(),[]
Fix path detection for Windows in test,alexangc,{'alexangc'},745,https://github.com/weiks/esports-backend/pull/745,MERGED,2021-09-12T13:50:28Z,2021-09-10T20:06:47Z,2021-09-12T13:50:49Z,set(),[]
`/quarters/transactions/history` klay migration,Mathspy,{'Mathspy'},742,https://github.com/weiks/esports-backend/pull/742,MERGED,2021-09-09T10:56:55Z,2021-09-09T08:38:10Z,2021-09-09T10:57:08Z,set(),[]
Add .test.js prefix to banPlayer integration test,Mathspy,{'Mathspy'},741,https://github.com/weiks/esports-backend/pull/741,MERGED,2021-09-09T10:51:43Z,2021-09-09T07:35:34Z,2021-09-09T10:51:45Z,set(),[]
`api/v1/transactions` klay migration,Mathspy,{'Mathspy'},740,https://github.com/weiks/esports-backend/pull/740,MERGED,2021-09-09T10:46:29Z,2021-09-09T07:23:44Z,2021-09-09T10:46:32Z,set(),[]
Referral service klay migration,Mathspy,{'Mathspy'},735,https://github.com/weiks/esports-backend/pull/735,MERGED,2021-09-08T15:11:47Z,2021-09-06T19:21:54Z,2021-09-08T15:11:50Z,set(),[]
`/kickPlayer` and `/banPlayer` klay migration,Mathspy,{'Mathspy'},733,https://github.com/weiks/esports-backend/pull/733,MERGED,2021-09-08T14:57:22Z,2021-09-06T15:28:03Z,2021-09-08T14:57:42Z,set(),[]
`/leave` klay migration,Mathspy,{'Mathspy'},732,https://github.com/weiks/esports-backend/pull/732,MERGED,2021-09-08T14:33:34Z,2021-09-06T11:31:47Z,2021-09-08T14:33:44Z,set(),[]
`/cancel` klay migration,Mathspy,{'Mathspy'},731,https://github.com/weiks/esports-backend/pull/731,MERGED,2021-09-08T14:18:54Z,2021-09-06T11:08:28Z,2021-09-08T14:18:57Z,set(),[]
TeamsSection: use proper labels,SinshiSmith,{'SinshiSmith'},738,https://github.com/weiks/esports-backend/pull/738,MERGED,2021-09-08T14:07:25Z,2021-09-08T13:08:49Z,2021-09-08T14:07:31Z,set(),[]
`/pickWinner` klay migration,Mathspy,{'Mathspy'},730,https://github.com/weiks/esports-backend/pull/730,MERGED,2021-09-08T13:38:38Z,2021-09-06T10:39:05Z,2021-09-08T13:38:42Z,set(),[]
`/join` klay migration,Mathspy,{'Mathspy'},729,https://github.com/weiks/esports-backend/pull/729,MERGED,2021-09-08T13:28:47Z,2021-09-06T09:43:07Z,2021-09-08T13:28:55Z,set(),[]
`/switchTeam` klay migration,Mathspy,{'Mathspy'},727,https://github.com/weiks/esports-backend/pull/727,MERGED,2021-09-08T13:05:16Z,2021-09-03T18:46:17Z,2021-09-08T13:05:37Z,set(),[]
`/vipUpgrade` klay migration,Mathspy,{'Mathspy'},726,https://github.com/weiks/esports-backend/pull/726,MERGED,2021-09-08T12:58:12Z,2021-09-03T13:04:59Z,2021-09-08T12:58:57Z,set(),[]
Created a quick quarters service mock ,Mathspy,{'Mathspy'},728,https://github.com/weiks/esports-backend/pull/728,MERGED,2021-09-08T12:48:30Z,2021-09-03T19:45:04Z,2021-09-08T12:48:34Z,set(),[]
Fix firebase mock bug with deeply nested updates,Mathspy,{'Mathspy'},734,https://github.com/weiks/esports-backend/pull/734,MERGED,2021-09-08T12:45:16Z,2021-09-06T17:41:27Z,2021-09-08T12:45:23Z,set(),[]
CI: Update e2e to use ubuntu-latest,Mathspy,{'Mathspy'},736,https://github.com/weiks/esports-backend/pull/736,MERGED,2021-09-08T12:09:25Z,2021-09-07T15:08:54Z,2021-09-08T12:09:28Z,set(),[]
added transfer quarters feature,NirajBhattarai,{'NirajBhattarai'},710,https://github.com/weiks/esports-backend/pull/710,MERGED,2021-09-07T15:03:59Z,2021-08-26T17:10:27Z,2021-09-07T15:04:03Z,set(),[]
added take quarters,NirajBhattarai,{'NirajBhattarai'},706,https://github.com/weiks/esports-backend/pull/706,MERGED,2021-08-26T14:04:50Z,2021-08-24T11:12:03Z,2021-09-07T14:34:43Z,set(),[]
`/collectBonus` klay migration,Mathspy,{'Mathspy'},725,https://github.com/weiks/esports-backend/pull/725,MERGED,2021-09-03T12:02:54Z,2021-09-03T09:31:35Z,2021-09-03T12:02:58Z,set(),[]
Firebase-mock: add support for ref.parent,Mathspy,{'Mathspy'},724,https://github.com/weiks/esports-backend/pull/724,MERGED,2021-09-03T09:25:36Z,2021-09-03T08:44:13Z,2021-09-03T09:25:40Z,set(),[]
Firebase-mock: improve `where` queries,Mathspy,{'Mathspy'},723,https://github.com/weiks/esports-backend/pull/723,MERGED,2021-09-03T09:17:47Z,2021-09-03T08:36:33Z,2021-09-03T09:17:49Z,set(),[]
Firebase-mock: collection group,Mathspy,{'Mathspy'},722,https://github.com/weiks/esports-backend/pull/722,MERGED,2021-09-03T09:01:09Z,2021-09-03T08:34:16Z,2021-09-03T09:01:12Z,set(),[]
Firebase-mock: add support for ref.path,Mathspy,{'Mathspy'},721,https://github.com/weiks/esports-backend/pull/721,MERGED,2021-09-03T08:44:27Z,2021-09-03T08:28:30Z,2021-09-03T08:44:30Z,set(),[]
`api/v1/wallet/@me` klay migration,Mathspy,{'Mathspy'},719,https://github.com/weiks/esports-backend/pull/719,MERGED,2021-09-02T12:58:57Z,2021-09-01T16:15:56Z,2021-09-02T12:59:00Z,set(),[]
`/auth/signup` klay migration,Mathspy,{'Mathspy'},713,https://github.com/weiks/esports-backend/pull/713,MERGED,2021-09-02T12:42:13Z,2021-08-27T14:15:08Z,2021-09-02T12:42:17Z,set(),[]
Remove addresses legacy routes,Mathspy,{'Mathspy'},720,https://github.com/weiks/esports-backend/pull/720,MERGED,2021-09-01T17:40:36Z,2021-09-01T16:22:58Z,2021-09-01T17:40:39Z,set(),[]
Rename `userId` parameter to `user` in quarters service,Mathspy,{'Mathspy'},717,https://github.com/weiks/esports-backend/pull/717,MERGED,2021-09-01T12:09:06Z,2021-08-31T11:23:13Z,2021-09-01T12:09:09Z,set(),[]
Update frontend to use new wallet endpoint,Mathspy,{'Mathspy'},718,https://github.com/weiks/esports-backend/pull/718,MERGED,2021-09-01T12:06:01Z,2021-09-01T11:10:47Z,2021-09-01T12:06:04Z,set(),[]
Remove hardcoded ENUM values from createApp script,Mathspy,{'Mathspy'},716,https://github.com/weiks/esports-backend/pull/716,MERGED,2021-08-31T11:00:36Z,2021-08-31T10:51:57Z,2021-08-31T11:00:39Z,set(),[]
Added the specced initial master wallets and support,Mathspy,{'Mathspy'},715,https://github.com/weiks/esports-backend/pull/715,MERGED,2021-08-31T06:50:20Z,2021-08-30T17:17:56Z,2021-08-31T06:51:48Z,set(),[]
Changed contract from JSON file to JS,Mathspy,{'Mathspy'},714,https://github.com/weiks/esports-backend/pull/714,MERGED,2021-08-30T12:01:45Z,2021-08-27T17:50:28Z,2021-08-30T12:01:47Z,set(),[]
Klay migration script,Mathspy,{'Mathspy'},708,https://github.com/weiks/esports-backend/pull/708,MERGED,2021-08-27T18:32:41Z,2021-08-24T22:32:37Z,2021-08-27T18:32:43Z,set(),[]
`/host`'s tests cleanup before conversion,alexangc,{'alexangc'},705,https://github.com/weiks/esports-backend/pull/705,MERGED,2021-08-25T13:37:08Z,2021-08-24T10:45:34Z,2021-08-25T13:37:18Z,set(),[]
[tmp] Dirty debugging,alexangc,{'alexangc'},704,https://github.com/weiks/esports-backend/pull/704,CLOSED,2021-08-23T16:32:02Z,2021-08-23T15:57:38Z,2021-08-23T16:44:09Z,set(),[]
no firebase as well as discord account ,mikiasyonas,{'mikiasyonas'},671,https://github.com/weiks/esports-backend/pull/671,CLOSED,2021-08-23T13:51:04Z,2021-07-27T15:22:59Z,2021-08-23T13:51:04Z,set(),[]
Add conversion functions from old to new events model,alexangc,{'alexangc'},666,https://github.com/weiks/esports-backend/pull/666,MERGED,2021-08-23T13:48:40Z,2021-07-21T13:59:01Z,2021-08-23T13:48:45Z,set(),[]
Nimo tv,SinshiSmith,{'SinshiSmith'},684,https://github.com/weiks/esports-backend/pull/684,MERGED,2021-08-20T14:56:44Z,2021-08-06T21:06:56Z,2021-08-20T14:56:48Z,set(),[]
games.js: fix typo in pubg mobile cover,SinshiSmith,{'SinshiSmith'},701,https://github.com/weiks/esports-backend/pull/701,MERGED,2021-08-20T13:57:41Z,2021-08-20T13:19:13Z,2021-08-20T13:57:44Z,set(),[]
give quarters from master wallet,NirajBhattarai,{'NirajBhattarai'},693,https://github.com/weiks/esports-backend/pull/693,MERGED,2021-08-20T13:03:26Z,2021-08-17T11:13:17Z,2021-08-20T13:03:29Z,set(),[]
Add new games & update older ones ,SinshiSmith,{'SinshiSmith'},700,https://github.com/weiks/esports-backend/pull/700,MERGED,2021-08-20T12:30:38Z,2021-08-20T09:44:10Z,2021-08-20T12:30:41Z,set(),[]
Added PENDING_TRANSACTION type definition,Mathspy,{'Mathspy'},696,https://github.com/weiks/esports-backend/pull/696,CLOSED,2021-08-19T19:39:44Z,2021-08-17T20:29:05Z,2021-08-19T19:39:48Z,set(),[]
Get App Wallet,Mathspy,{'Mathspy'},698,https://github.com/weiks/esports-backend/pull/698,MERGED,2021-08-18T21:02:02Z,2021-08-18T13:47:15Z,2021-08-18T21:02:04Z,set(),[]
Database: redirect_uris => redirectUris,Mathspy,{'Mathspy'},699,https://github.com/weiks/esports-backend/pull/699,MERGED,2021-08-18T20:50:04Z,2021-08-18T19:38:46Z,2021-08-18T20:50:06Z,set(),[]
Add BatchWrite support to firebase mock,Mathspy,{'Mathspy'},695,https://github.com/weiks/esports-backend/pull/695,MERGED,2021-08-18T19:30:15Z,2021-08-17T20:17:48Z,2021-08-18T19:30:18Z,set(),[]
App type definition,Mathspy,{'Mathspy'},692,https://github.com/weiks/esports-backend/pull/692,MERGED,2021-08-18T12:44:44Z,2021-08-17T10:40:29Z,2021-08-18T12:44:47Z,set(),[]
Give quarters,NirajBhattarai,{'NirajBhattarai'},687,https://github.com/weiks/esports-backend/pull/687,CLOSED,2021-08-17T11:12:58Z,2021-08-09T14:06:43Z,2021-08-17T11:44:51Z,set(),[]
Wallet Type Definition and their encryption scheme,Mathspy,{'Mathspy'},691,https://github.com/weiks/esports-backend/pull/691,MERGED,2021-08-16T20:26:27Z,2021-08-13T22:51:32Z,2021-08-16T20:26:29Z,set(),[]
fixing encryption and decryption,NirajBhattarai,{'NirajBhattarai'},689,https://github.com/weiks/esports-backend/pull/689,MERGED,2021-08-13T22:56:34Z,2021-08-10T13:51:24Z,2021-08-13T22:56:39Z,set(),[]
Transaction type definition,Mathspy,{'Mathspy'},679,https://github.com/weiks/esports-backend/pull/679,MERGED,2021-08-12T15:24:09Z,2021-08-03T18:00:39Z,2021-08-12T15:24:13Z,set(),[]
User type definition ,Mathspy,{'Mathspy'},690,https://github.com/weiks/esports-backend/pull/690,MERGED,2021-08-12T14:04:28Z,2021-08-11T19:44:02Z,2021-08-12T14:04:30Z,set(),[]
Add allocation to @me endpoint,alexangc,{'alexangc'},682,https://github.com/weiks/esports-backend/pull/682,MERGED,2021-08-10T19:31:52Z,2021-08-06T16:16:11Z,2021-08-10T19:31:55Z,set(),[]
Updated brackets type def to handle matches order,Mathspy,{'Mathspy'},688,https://github.com/weiks/esports-backend/pull/688,MERGED,2021-08-09T17:25:48Z,2021-08-09T16:22:31Z,2021-08-09T17:25:51Z,set(),[]
Use constants instead of literals for event statuses,alexangc,{'alexangc'},676,https://github.com/weiks/esports-backend/pull/676,MERGED,2021-08-09T10:20:03Z,2021-07-29T15:36:20Z,2021-08-09T10:20:07Z,set(),[]
Switch a few logs to `logger`,alexangc,{'alexangc'},686,https://github.com/weiks/esports-backend/pull/686,MERGED,2021-08-09T10:09:29Z,2021-08-07T11:05:10Z,2021-08-09T10:09:41Z,set(),[]
"Adding jklm, COD mobile, diabolical",weiks,{'weiks'},683,https://github.com/weiks/esports-backend/pull/683,MERGED,2021-08-06T20:37:52Z,2021-08-06T17:45:12Z,2021-08-06T20:37:54Z,set(),[]
added klay servcies,NirajBhattarai,{'NirajBhattarai'},669,https://github.com/weiks/esports-backend/pull/669,MERGED,2021-08-03T12:03:38Z,2021-07-23T16:37:00Z,2021-08-05T11:10:44Z,set(),[]
Stop incrementing `account.gamesPlayed` when creating an event,alexangc,{'alexangc'},678,https://github.com/weiks/esports-backend/pull/678,MERGED,2021-08-03T10:19:24Z,2021-08-03T08:56:34Z,2021-08-03T10:19:27Z,set(),[]
 Fix home page test,SinshiSmith,{'SinshiSmith'},659,https://github.com/weiks/esports-backend/pull/659,MERGED,2021-07-28T14:55:37Z,2021-07-12T14:48:25Z,2021-07-30T13:24:10Z,set(),[]
Fix potential truthiness error,alexangc,{'alexangc'},672,https://github.com/weiks/esports-backend/pull/672,MERGED,2021-07-30T08:58:54Z,2021-07-27T17:14:20Z,2021-07-30T08:58:57Z,set(),[]
Dissociate frontend and backend tests,alexangc,{'alexangc'},675,https://github.com/weiks/esports-backend/pull/675,MERGED,2021-07-30T08:27:00Z,2021-07-29T13:21:19Z,2021-07-30T08:27:04Z,set(),[]
Remove unwanted logs in tests,alexangc,{'alexangc'},674,https://github.com/weiks/esports-backend/pull/674,MERGED,2021-07-29T14:25:46Z,2021-07-29T13:00:24Z,2021-07-29T14:25:49Z,set(),[]
Added DocumentRef.onSnapshot support to firebase mock,Mathspy,{'Mathspy'},673,https://github.com/weiks/esports-backend/pull/673,MERGED,2021-07-29T09:51:06Z,2021-07-27T23:59:52Z,2021-07-29T09:51:09Z,set(),[]
Fix empty StyleSection,SinshiSmith,{'SinshiSmith'},670,https://github.com/weiks/esports-backend/pull/670,MERGED,2021-07-27T12:38:53Z,2021-07-27T12:28:13Z,2021-07-27T17:03:57Z,set(),[]
Document /wallets/@me endpoint,Mathspy,{'Mathspy'},668,https://github.com/weiks/esports-backend/pull/668,MERGED,2021-07-23T14:40:29Z,2021-07-23T14:14:10Z,2021-07-23T14:40:31Z,set(),[]
Add wallet endpoint,Mathspy,{'Mathspy'},667,https://github.com/weiks/esports-backend/pull/667,MERGED,2021-07-23T14:00:28Z,2021-07-21T20:24:30Z,2021-07-23T14:00:32Z,set(),[]
Extracted referrals into a service from the auth routes,Mathspy,{'Mathspy'},665,https://github.com/weiks/esports-backend/pull/665,MERGED,2021-07-21T13:55:26Z,2021-07-21T11:26:18Z,2021-07-21T13:55:28Z,set(),[]
Remove dead endpoint,alexangc,{'alexangc'},664,https://github.com/weiks/esports-backend/pull/664,MERGED,2021-07-19T13:21:38Z,2021-07-19T13:05:16Z,2021-07-19T13:21:47Z,set(),[]
Redesign login/singup modals,SinshiSmith,{'SinshiSmith'},662,https://github.com/weiks/esports-backend/pull/662,MERGED,2021-07-16T16:47:08Z,2021-07-16T16:31:48Z,2021-07-16T16:47:12Z,set(),[]
Add event conversion functions for simple fields,alexangc,{'alexangc'},660,https://github.com/weiks/esports-backend/pull/660,CLOSED,2021-07-16T14:50:53Z,2021-07-14T16:11:03Z,2021-07-16T14:50:53Z,set(),[]
Fix field `streaming.username`'s type from event model,alexangc,{'alexangc'},661,https://github.com/weiks/esports-backend/pull/661,MERGED,2021-07-15T13:56:35Z,2021-07-15T13:49:41Z,2021-07-15T13:56:38Z,set(),[]
Add automatic default value for the `styles` field in `games.js`,alexangc,{'alexangc'},656,https://github.com/weiks/esports-backend/pull/656,MERGED,2021-07-12T14:06:51Z,2021-07-08T10:02:44Z,2021-07-12T14:06:56Z,set(),[]
Amend EVENT typedef ,alexangc,{'alexangc'},651,https://github.com/weiks/esports-backend/pull/651,MERGED,2021-07-09T16:37:37Z,2021-07-05T15:20:00Z,2021-07-09T16:37:40Z,set(),[]
Added Authorization Code Flow with PKCE to PoQ's OAuth2 support,Mathspy,{'Mathspy'},655,https://github.com/weiks/esports-backend/pull/655,MERGED,2021-07-09T13:02:04Z,2021-07-08T09:31:37Z,2021-07-09T13:02:07Z,set(),[]
Fix duplicate partner badge,SinshiSmith,{'SinshiSmith'},658,https://github.com/weiks/esports-backend/pull/658,MERGED,2021-07-09T12:52:43Z,2021-07-09T09:47:56Z,2021-07-09T12:52:46Z,set(),[]
Temporarily disable faulty test,alexangc,{'alexangc'},657,https://github.com/weiks/esports-backend/pull/657,MERGED,2021-07-08T15:17:53Z,2021-07-08T15:03:59Z,2021-07-08T15:17:56Z,set(),[]
"Re-order games, added Dead by Daylight",weiks,{'weiks'},654,https://github.com/weiks/esports-backend/pull/654,MERGED,2021-07-07T19:14:38Z,2021-07-07T18:44:50Z,2021-07-08T14:45:18Z,set(),[]
Test AnnouncementEditor,SinshiSmith,{'SinshiSmith'},653,https://github.com/weiks/esports-backend/pull/653,MERGED,2021-07-08T14:22:01Z,2021-07-07T15:10:27Z,2021-07-08T14:22:04Z,set(),[]
Test PlayerCard,SinshiSmith,{'SinshiSmith'},652,https://github.com/weiks/esports-backend/pull/652,MERGED,2021-07-07T12:53:28Z,2021-07-07T12:23:40Z,2021-07-07T12:53:31Z,set(),[]
Test HostCard,SinshiSmith,{'SinshiSmith'},650,https://github.com/weiks/esports-backend/pull/650,MERGED,2021-07-05T15:02:05Z,2021-07-05T14:36:14Z,2021-07-05T15:02:08Z,set(),[]
Test /home,SinshiSmith,{'SinshiSmith'},648,https://github.com/weiks/esports-backend/pull/648,MERGED,2021-07-05T14:24:02Z,2021-06-29T14:51:42Z,2021-07-05T14:24:05Z,set(),[]
/ouath2/authorize: Fix redirect link overflow,SinshiSmith,{'SinshiSmith'},647,https://github.com/weiks/esports-backend/pull/647,MERGED,2021-06-29T14:16:54Z,2021-06-29T14:01:23Z,2021-06-29T14:16:56Z,set(),[]
Firebase mock for frontend,SinshiSmith,{'SinshiSmith'},646,https://github.com/weiks/esports-backend/pull/646,MERGED,2021-06-25T15:09:16Z,2021-06-25T15:01:31Z,2021-06-25T15:09:19Z,set(),[]
"Upgrade next, react, eslint, and emotion",SinshiSmith,{'SinshiSmith'},645,https://github.com/weiks/esports-backend/pull/645,MERGED,2021-06-24T10:48:25Z,2021-06-21T14:46:10Z,2021-06-24T10:48:28Z,set(),[]
Test ScrimInfo,SinshiSmith,{'SinshiSmith'},641,https://github.com/weiks/esports-backend/pull/641,MERGED,2021-06-21T12:51:29Z,2021-06-16T15:01:40Z,2021-06-21T12:51:32Z,set(),[]
Added tests for /host endpoint,Mathspy,{'Mathspy'},639,https://github.com/weiks/esports-backend/pull/639,MERGED,2021-06-18T16:54:40Z,2021-06-16T14:24:10Z,2021-06-18T16:54:43Z,set(),[]
